csd_id,metal,mol_idx,shield_rel,shield_nonrel,delta_shield
IJOTAF,Au,15448,6603.096,108.487,6494.6089999999995
IKEXEB,Au,15489,8265.863,217.036,8048.826999999999
IKOJOH,Au,15517,7967.984,212.522,7755.462
IMIHIW,Au,15667,8093.298,211.569,7881.728999999999
IMIHUI,Au,15669,8009.707,202.766,7806.941000000001
INEPAT,Au,15733,7640.121,202.941,7437.18
INOWOY,Au,15763,7473.666,184.679,7288.987
IPIGIA,Au,15822,7583.711,194.371,7389.34
IPIGOG,Au,15823,6492.599,124.83,6367.769
IPIJAS,Au,15825,7655.013,209.947,7445.066
IPIJEW,Au,15826,7922.971,223.179,7699.7919999999995
IPOLOO,Au,15848,7870.946,207.49,7663.456
IQEWAD,Au,15906,7241.515,181.066,7060.4490000000005
IQOZAS,Au,15928,7644.204,203.619,7440.585
ISEPIH,Au,16023,7513.537,193.932,7319.6050000000005
IYANUU,Au,16396,7795.401,210.276,7585.125
IZOTIB,Au,16521,27.774,10.346,17.428
JABLEE,Au,16563,7822.284,205.674,7616.61
JAHQEO,Au,16634,8026.941,222.316,7804.625
JAYPAD,Au,16860,7632.662,196.837,7435.825000000001
JAYYOB,Au,16863,5806.317,73.212,5733.105
JAZBEV,Au,16868,6410.385,129.33,6281.055
JINGOD,Au,17298,7872.944,195.346,7677.598
JINGUJ,Au,17299,7737.015,185.563,7551.452
JISGEX,Au,17362,7946.187,203.163,7743.023999999999
JIWKEF,Au,17413,8018.923,219.416,7799.507
JOCBAE,Au,17493,7562.183,197.266,7364.917
JOCBUY,Au,17496,7618.254,184.328,7433.9259999999995
JODTUV,Au,17538,7082.371,176.063,6906.308
JODVAD,Au,17539,6947.492,170.818,6776.674
JOFBUF,Au,17546,7218.054,182.596,7035.4580000000005
JOFGIU,Au,17548,6948.303,170.322,6777.981
JOTQOA,Au,17731,6685.599,146.162,6539.437
JOZNIV,Au,17785,7175.805,146.967,7028.838000000001
JULYUK,Au,17905,7849.15,208.609,7640.540999999999
KAHLOY,Au,18173,7524.885,192.001,7332.884
KALTUP,Au,18240,7121.638,180.013,6941.625
KAQXAC,Au,18334,6407.149,99.819,6307.33
KASZOV,Au,18382,8128.866,216.156,7912.71
KEGVAT,Au,18589,8020.578,213.678,7806.900000000001
KEMDEL,Au,18711,7867.847,205.216,7662.630999999999
KENREE,Au,18738,3.114,-18.849,21.963
KEZCUR,Au,18898,7972.926,213.123,7759.803000000001
KIGHER,Au,19008,7535.788,190.986,7344.802
KIGHUE,Au,19010,6121.1,88.259,6032.841
KIMGIW,Au,19150,8288.618,217.299,8071.319
KINWOV,Au,19171,6884.413,133.336,6751.076999999999
KIYXEX,Au,19344,37.198,14.011,23.187
KOBSOM,Au,19361,7925.327,209.662,7715.665
KOHSEI,Au,19431,7594.172,196.171,7398.000999999999
KOJSAG,Au,19449,7589.452,193.989,7395.463000000001
KOXQEV,Au,19557,6659.085,115.207,6543.878
KOZFIR,Au,19578,7282.401,160.777,7121.624
KUDNIG,Au,19620,6786.381,127.224,6659.157
KURXOL,Au,19816,7888.041,218.793,7669.2480000000005
KUYHAP,Au,19896,7610.917,202.968,7407.9490000000005
LABMEK,Au,19938,6598.525,109.455,6489.07
LACXUI,Au,19956,7933.615,214.95,7718.665
LALXAB,Au,20096,7970.949,219.249,7751.7
LENQIH,Au,20528,7539.929,200.212,7339.717000000001
LENVUW,Au,20530,7876.315,209.621,7666.6939999999995
LEPTUX,Au,20551,7618.399,196.296,7422.103
LESNOM,Au,20604,7840.066,209.647,7630.419
LEVLIL,Au,20665,7276.941,194.347,7082.594
LEWKIJ,Au,20681,24.897,9.398,15.498999999999999
LEWPEJ,Au,20683,7694.006,209.144,7484.862
LIHHEP,Au,20884,7821.138,189.131,7632.007
LIKCIS,Au,20939,7936.539,220.842,7715.697
LIMPUU,Au,20984,7965.049,214.243,7750.806
LIRQAE,Au,21071,7997.976,204.24,7793.736
LISKEG,Au,21094,7692.49,198.579,7493.911
LOLVAK,Au,21384,7439.152,197.516,7241.636
LORCEC,Au,21472,6376.487,137.23,6239.2570000000005
LOTRUH,Au,21508,8119.845,203.363,7916.482
LOXVOL,Au,21527,8111.067,207.43,7903.637
LUNKIR,Au,21727,7553.053,192.913,7360.139999999999
LUPYAY,Au,21746,6130.063,138.088,5991.975
LUVTIH,Au,21839,7698.685,195.206,7503.479
LUXZIP,Au,21874,7627.491,196.349,7431.142
LUYLUP,Au,21878,56.945,37.388,19.557000000000002
LUZYAI,Au,21920,7496.705,189.415,7307.29
MALBEI,Au,22061,11.338,-20.326,31.664
MALRIA,Au,22074,8055.531,206.491,7849.04
MAQVOS,Au,22180,7515.942,199.998,7315.944
MASCIV,Au,22225,7964.751,215.164,7749.587
MIYZEC,Au,23188,6594.178,107.702,6486.476
MOMCEY,Au,23358,7372.902,183.879,7189.023
MOQDUT,Au,23418,7913.629,210.453,7703.1759999999995
MOQFEF,Au,23420,144.083,140.706,3.3770000000000095
MOSVOI,Au,23474,7835.177,209.132,7626.045
MOVHUD,Au,23483,7866.401,215.713,7650.688
MUPFIM,Au,23768,7869.574,218.886,7650.687999999999
MUWCIS,Au,23861,6359.89,95.006,6264.884
MUYQUS,Au,23884,6318.385,105.168,6213.217000000001
MUYXUC,Au,23887,7935.138,215.207,7719.931
NAGKOZ,Au,24015,7945.222,202.04,7743.182
NAQMEX,Au,24187,7898.365,208.276,7690.089
NARNAZ,Au,24217,29.142,2.52,26.622
NEBHEK,Au,24361,7695.772,205.145,7490.6269999999995
NEDNEQ,Au,24413,7769.297,205.856,7563.441
NEFDIP,Au,24431,7374.964,188.16,7186.804
NESLED,Au,24649,7831.169,203.486,7627.683
NESMAA,Au,24653,7984.285,212.911,7771.374
NICRUP,Au,24843,6340.029,120.249,6219.780000000001
NILFIX,Au,24989,6646.361,144.216,6502.1449999999995
NIMMED,Au,25006,7932.189,198.301,7733.888
NOKMOR,Au,25373,44.17,26.911,17.259
NOKMUX,Au,25374,35.53,17.025,18.505000000000003
NOKNAE,Au,25375,6735.062,120.678,6614.384
NOMJEH,Au,25430,30.058,4.069,25.989
NONPIQ,Au,25462,7425.301,186.074,7239.227000000001
NUPXUU,Au,25832,7777.268,201.624,7575.644
NURYAB,Au,25847,4858.096,10.827,4847.268999999999
NUVPAW,Au,25885,7630.9,197.69,7433.21
NUVPIE,Au,25887,7502.29,196.416,7305.874
OCOZAI,Au,26089,7985.19,211.597,7773.593
OKANOD,Au,26602,7965.324,219.107,7746.217
OKUQOD,Au,26656,7635.285,197.101,7438.184
OLUNIT,Au,26742,171.345,162.24,9.10499999999999
OLUNOZ,Au,26743,7564.849,191.493,7373.356
OLUPUH,Au,26748,6451.377,117.318,6334.059
OMASEB,Au,26771,6912.435,168.181,6744.254000000001
OMINOP,Au,26812,6401.634,137.537,6264.097
ONACOW,Au,26845,7972.548,214.228,7758.32
OPEPOP,Au,26941,8043.79,205.896,7837.894
OQIMEJ,Au,27005,39.329,25.363,13.966000000000001
OTAJEB,Au,27129,7501.502,191.258,7310.244000000001
OTOVIF,Au,27159,7839.691,209.658,7630.032999999999
OTOWOM,Au,27160,7535.947,200.441,7335.506
OYEGIJ,Au,27364,7920.731,214.529,7706.201999999999
PALSUT,Au,27623,7616.249,202.552,7413.697
PAMZUC,Au,27645,7107.67,171.757,6935.9130000000005
PAPQEC,Au,27679,7910.114,214.467,7695.647
PATDUM,Au,27755,6794.335,135.772,6658.563
PAWKAD,Au,27776,7840.945,212.631,7628.313999999999
DUNROW,Au,27809,7831.378,207.253,7624.125
PAYSUG,Au,27837,6402.862,114.472,6288.39
PAYTAN,Au,27838,6558.689,121.065,6437.624000000001
PEKMOJ,Au,27984,7393.553,182.75,7210.803
PEXSER,Au,28182,7809.085,210.1,7598.985
PIBJOA,Au,28234,54.56,41.606,12.954
PIGLAU,Au,28315,44.281,28.349,15.931999999999999
PIJHID,Au,28348,7480.376,189.831,7290.545
PIKFEW,Au,28377,7642.968,179.796,7463.172
PIMCAT,Au,28415,7378.403,194.915,7183.488
PIMCIB,Au,28416,7418.414,196.035,7222.379
PIRGEC,Au,28472,7933.287,209.627,7723.66
POYWIM,Au,28885,6810.843,146.624,6664.219
PUMLOZ,Au,29076,7946.761,209.592,7737.169000000001
PUPPAT,Au,29125,7156.09,181.736,6974.354
QAGMEU,Au,29360,7883.064,218.754,7664.31
QAJMIA,Au,29434,7952.587,207.216,7745.371
QALVIK,Au,29477,7543.192,200.469,7342.723
QALXOQ,Au,29483,7985.153,196.893,7788.26
QAMWEJ,Au,29509,6466.237,158.894,6307.343
QANPON,Au,29530,7599.806,203.862,7395.9439999999995
QAPXAH,Au,29567,6150.381,139.115,6011.2660000000005
QESRUB,Au,30078,8045.524,204.38,7841.144
QEYRES,Au,30176,8112.531,207.028,7905.503
QIDKIZ,Au,30281,7282.745,187.009,7095.736
QIGTEH,Au,30344,167.957,125.603,42.354
QOKVOC,Au,30739,6866.315,158.997,6707.317999999999
QOPTIY,Au,30799,8150.733,208.59,7942.143
QOPZUR,Au,30812,7402.33,187.528,7214.802
QOZBIS,Au,30935,7474.717,189.789,7284.928
QOZTOP,Au,30953,7702.154,206.135,7496.019
QOZTUV,Au,30955,7597.371,201.799,7395.572
QUDBEZ,Au,31001,6392.243,98.243,6294.0
QUDBID,Au,31002,6329.097,106.625,6222.472
QUDDUQ,Au,31006,7497.064,196.855,7300.209000000001
QUHTET,Au,31075,7834.608,208.273,7626.335
QUSMOI,Au,31194,7527.503,200.134,7327.369
RABFUY,Au,31279,7892.831,210.798,7682.033
RAFZON,Au,31377,6403.508,122.795,6280.713
RAGSIB,Au,31392,7927.606,203.206,7724.4
RAJFAN,Au,31421,7629.587,193.678,7435.909000000001
RAQXOY,Au,31618,7945.02,195.858,7749.162
RAQXUE,Au,31620,7939.823,195.737,7744.086
RAQYAL,Au,31621,7956.479,197.688,7758.791
RASKIF,Au,31660,8123.298,209.342,7913.956
RATRIP,Au,31694,7356.495,178.314,7178.181
REBJAN,Au,31827,6459.028,124.986,6334.042
REBJOB,Au,31829,6486.283,126.75,6359.533
REGPOL,Au,31941,7294.169,181.116,7113.053
REJNOM,Au,31985,6948.702,137.756,6810.946
RENKUS,Au,32054,11.901,-10.53,22.430999999999997
REXYOJ,Au,32227,7780.37,214.951,7565.419
REXZAV,Au,32230,7957.705,212.652,7745.053
REXZEZ,Au,32233,7944.046,216.644,7727.402
RICNUO,Au,32294,7862.809,206.222,7656.587
RIFFIY,Au,32312,7337.223,184.287,7152.936
RIGBEQ,Au,32351,31.254,2.459,28.795
RIGCER,Au,32354,31.122,2.574,28.548000000000002
RIJSAI,Au,32390,6432.351,134.049,6298.302
RIMFIF,Au,32425,6752.474,122.858,6629.616
RIVZUU,Au,32616,7490.534,192.811,7297.723
RIXSID,Au,32650,7882.549,197.416,7685.133
ROFSOU,Au,32788,7963.161,213.136,7750.025
ROFXUI,Au,32790,6056.739,111.858,5944.880999999999
ROHCOI,Au,32823,7635.154,197.883,7437.271000000001
ROHDID,Au,32825,6430.935,119.211,6311.724
RUNYEH,Au,33188,7756.055,199.671,7556.384
RUPWUV,Au,33204,7898.18,214.572,7683.608
SAJMEW,Au,33443,7835.276,207.164,7628.112
SAQTOU,Au,33561,156.392,153.319,3.0730000000000075
SATGIG,Au,33618,7649.716,197.979,7451.737
SATMIM,Au,33622,6426.042,123.856,6302.186000000001
SATTEM,Au,33628,7997.807,215.933,7781.874
SAYMOW,Au,33698,7984.944,205.777,7779.167
SAZMAK,Au,33716,7875.046,206.955,7668.091
SEKSAE,Au,33839,7409.389,190.433,7218.956
SELXIU,Au,33863,7889.632,191.543,7698.089
SENKEC,Au,33891,7998.439,214.297,7784.142000000001
SEQKIK,Au,33928,6152.315,139.135,6013.179999999999
SETLUB,Au,34000,8161.895,215.989,7945.906000000001
SETMAI,Au,34001,8127.093,209.901,7917.192
SEVDON,Au,34019,5849.013,90.905,5758.108
SEVXID,Au,34046,25.631,12.086,13.545
SEWZUR,Au,34081,7852.267,202.919,7649.348
SEYVAV,Au,34095,6085.874,136.472,5949.402
SICKUM,Au,34142,7626.655,184.086,7442.5689999999995
SICSON,Au,34157,6138.704,138.556,6000.148
SIJDOI,Au,34240,6373.908,97.332,6276.576
SIKYOC,Au,34279,7817.007,206.607,7610.4
SILLEG,Au,34288,7992.998,220.353,7772.6449999999995
SOMVAT,Au,34700,6335.205,160.754,6174.451
SOVROM,Au,34841,6644.452,115.691,6528.761
SOZDEQ,Au,34913,7693.442,196.928,7496.514
SUKVIF,Au,35050,7214.43,173.982,7040.448
SUYSEK,Au,35216,7496.086,198.757,7297.329000000001
TAHVEG,Au,35346,7674.58,195.82,7478.76
TAWMEM,Au,35554,6383.042,136.484,6246.558
TAWNEN,Au,35557,7550.443,193.504,7356.939
TAWNUD,Au,35561,6452.884,122.708,6330.176
TEMTEK,Au,35778,7061.741,156.7,6905.041
TEVSIW,Au,35894,7563.451,197.314,7366.137
TEVSUI,Au,35896,7411.028,192.346,7218.682000000001
TEVTIX,Au,35899,7431.853,192.669,7239.184
TEVTOD,Au,35900,7520.422,195.44,7324.982
TEVTUJ,Au,35901,7495.841,199.831,7296.01
TIGMIH,Au,36060,6541.97,99.929,6442.041
TIXTAZ,Au,36310,6719.874,119.646,6600.228
TIYWIK,Au,36339,270.024,255.636,14.388000000000005
TUKPEW,Au,36787,7424.127,185.869,7238.258000000001
TUKQIB,Au,36792,7546.515,192.312,7354.203
TUKRIC,Au,36794,7630.868,195.917,7434.951
TUNDIQ,Au,36866,7971.238,210.011,7761.227
TUVNUV,Au,36976,7989.87,211.983,7777.887
UGOGUS,Au,37403,7573.333,207.469,7365.864
UMIREO,Au,37825,60.917,43.395,17.522
URIZUT,Au,38034,6543.286,99.923,6443.363
UROBAH,Au,38035,6522.482,99.046,6423.436
UTOQAX,Au,38172,6693.299,143.509,6549.79
UWAQEP,Au,38255,7976.77,215.32,7761.450000000001
UWARIU,Au,38257,7943.025,210.411,7732.614
UWOMAX,Au,38284,8124.361,210.862,7913.499
UWOYUB,Au,38297,7918.878,214.649,7704.228999999999
UXILIZ,Au,38334,7481.774,191.632,7290.142000000001
UXILOF,Au,38335,7494.272,191.75,7302.522
UXUBOH,Au,38348,7519.149,181.742,7337.407
VAPSOW,Au,38675,6366.655,120.825,6245.83
VAWSIY,Au,38782,7631.902,203.54,7428.362
VENHUV,Au,39031,7320.973,187.625,7133.348
VENJEH,Au,39032,6420.216,121.295,6298.921
VEVXIH,Au,39154,40.118,16.444,23.674000000000003
VICBOZ,Au,39259,6897.24,186.409,6710.831
VICKAT,Au,39266,7867.393,204.923,7662.47
VIDROQ,Au,39294,7600.184,198.594,7401.59
VIKGIH,Au,39391,6336.856,124.835,6212.021
VIXSIF,Au,39618,952.146,1027.989,-75.84300000000007
VIXSUR,Au,39620,951.309,1025.89,-74.58100000000013
VOMGIP,Au,39808,34.914,20.617,14.297
VOVCAM,Au,39904,59.595,47.621,11.973999999999997
VULKES,Au,40149,6496.564,170.203,6326.361
VUNVUW,Au,40186,58.235,45.816,12.418999999999997
VUWMAB,Au,40275,8049.254,210.037,7839.217
WAHTUY,Au,40419,7760.325,206.092,7554.233
WAJVIO,Au,40437,56.392,46.692,9.700000000000003
WALQEH,Au,40459,6433.087,117.052,6316.035000000001
WALQOR,Au,40460,6515.822,121.968,6393.854
WAQCEX,Au,40531,7564.302,194.751,7369.5509999999995
WAQCOH,Au,40533,7463.127,187.4,7275.727000000001
WAQCUN,Au,40534,7656.757,198.104,7458.652999999999
WAVGEI,Au,40619,7622.627,203.243,7419.384
WAVJUB,Au,40624,6614.458,134.18,6480.277999999999
WEDPAX,Au,40766,46.437,31.807,14.629999999999999
WEFQEH,Au,40787,6728.73,118.904,6609.825999999999
WEFQIL,Au,40788,6730.206,118.946,6611.26
WEFQOR,Au,40789,6726.184,118.853,6607.331
WEFRAE,Au,40790,7237.42,157.422,7079.9980000000005
WEFREI,Au,40791,20.656,-12.199,32.855
WEJNOR,Au,40860,35.427,15.947,19.48
WELKAD,Au,40907,7632.164,193.567,7438.597
WEZLOC,Au,41132,8049.554,210.761,7838.793
WIQZAZ,Au,41364,6476.278,107.093,6369.185
WIRFUA,Au,41365,7229.149,158.471,7070.678
WIRGAH,Au,41366,6718.39,119.691,6598.6990000000005
WIRGOV,Au,41368,8112.752,215.662,7897.09
WOCPIQ,Au,41541,7548.867,200.166,7348.701
WODHAY,Au,41559,7537.258,202.827,7334.431
WOVTIN,Au,41799,6574.066,149.239,6424.827
WOYDUM,Au,41835,6442.29,153.344,6288.946
WOZDEX,Au,41845,22.913,6.762,16.151
WULFOZ,Au,41993,8130.935,205.243,7925.692
XACSUS,Au,42224,7014.75,190.479,6824.271
XAFWAG,Au,42272,7804.035,203.931,7600.104
XANLIK,Au,42437,7389.984,188.193,7201.791
XAPRUE,Au,42469,141.51,127.978,13.531999999999996
XEDMUQ,Au,42709,7130.306,179.984,6950.321999999999
XERXIE,Au,42966,6310.03,139.87,6170.16
XETNOZ,Au,42996,7945.251,216.188,7729.063
XIKJIN,Au,43189,6919.036,138.422,6780.6140000000005
XIKLUY,Au,43190,7448.831,187.548,7261.283
XILMEM,Au,43210,7285.425,160.47,7124.955
XIQKIT,Au,43284,7540.144,195.002,7345.142
XIRTEZ,Au,43321,8.819,-24.162,32.981
XISHEP,Au,43346,7302.624,190.972,7111.652
XISRIE,Au,43351,7606.024,205.352,7400.6720000000005
XIWXUZ,Au,43425,5.418,-26.397,31.814999999999998
XOFYEX,Au,43595,8117.866,209.966,7907.9
XONCEL,Au,43696,7258.758,186.711,7072.047
XONDEM,Au,43697,7374.637,193.912,7180.724999999999
XOVBES,Au,43819,7843.845,206.321,7637.524
XOXTOU,Au,43868,7851.652,210.194,7641.458
XUKKIA,Au,44050,6717.537,167.932,6549.6050000000005
XUMQOL,Au,44095,7693.268,200.932,7492.336
XUMRIG,Au,44096,8005.205,216.454,7788.751
YAKFAU,Au,44442,8013.639,215.233,7798.406
YALGUQ,Au,44461,7627.002,203.145,7423.857
YAMPAF,Au,44492,39.975,25.546,14.429000000000002
YASJUX,Au,44593,7869.694,212.417,7657.277
YASWEU,Au,44611,7913.464,219.306,7694.158
YAVFOT,Au,44651,6130.582,103.954,6026.628000000001
YEWVIH,Au,45075,7557.765,193.637,7364.128000000001
YIDFUP,Au,45182,6389.128,125.353,6263.775
YIGHED,Au,45226,8003.459,212.904,7790.555
YIKHOP,Au,45273,8058.365,217.157,7841.208
YIKVIX,Au,45279,8250.053,222.679,8027.374
YIKXIA,Au,45287,7586.655,194.991,7391.664
YIRLIU,Au,45379,8003.513,206.457,7797.056
YIVMID,Au,45411,7196.081,183.629,7012.452
YOKJUG,Au,45636,7979.856,218.37,7761.486
YUBJUB,Au,45890,6661.842,164.007,6497.835
YUVKEI,Au,46099,55.987,43.602,12.385000000000005
YUWXAP,Au,46126,7896.198,208.025,7688.173000000001
YUYHEG,Au,46148,7471.35,197.136,7274.214
ZAKFAV,Au,46240,7371.186,180.59,7190.596
ZAMKEH,Au,46275,7922.56,213.384,7709.176
ZAMKUX,Au,46276,8005.883,217.69,7788.193
ZAWMAO,Au,46373,7872.292,207.631,7664.661
ZECFEV,Au,46429,7689.53,204.49,7485.04
ZECFIZ,Au,46430,64.841,49.66,15.180999999999997
ZECFUL,Au,46432,59.376,47.286,12.089999999999996
ZETYAY,Au,46683,6169.128,110.416,6058.7119999999995
ZEXHAP,Au,46724,7892.829,205.336,7687.4929999999995
ZEZSIK,Au,46766,8127.782,206.896,7920.886
ZICTEN,Au,46802,7890.249,209.887,7680.362
ZICTEO,Au,46803,8121.252,204.319,7916.933
ZICTOY,Au,46805,8100.632,203.813,7896.8189999999995
ZIKHAC,Au,46930,8048.852,207.343,7841.509
ZISRAY,Au,47042,7584.147,181.865,7402.282
ZIZGIA,Au,47105,7669.322,195.137,7474.185
ZIZKAW,Au,47114,8086.228,223.03,7863.198
ZOBJIM,Au,47122,7466.534,197.672,7268.862
ZOBJUY,Au,47124,7673.404,196.47,7476.934
ZOBKAF,Au,47125,7592.662,193.295,7399.367
ZOBKIN,Au,47126,7650.404,197.944,7452.46
ZODDEF,Au,47152,7608.957,185.546,7423.411
ZOMJET,Au,47275,7548.021,205.179,7342.842
ZOMJOD,Au,47277,7525.515,205.951,7319.564
ZOMLAO,Au,47279,192.141,201.566,-9.425000000000011
ZOMLIW,Au,47281,6619.185,163.985,6455.200000000001
ZOZFUP,Au,47437,7774.312,209.971,7564.341
ZOZMAC,Au,47439,8070.086,213.028,7857.058
ZUSTOZ,Au,47603,7849.692,206.445,7643.247
ZUWLIP,Au,47630,47.482,31.898,15.584
ZUWMEM,Au,47633,58.801,46.762,12.039000000000001
ZUWMOW,Au,47635,59.586,47.839,11.747
ACUDOT,Cd,198,3761.918,265.279,3496.639
ADEBIV,Cd,257,3689.479,251.461,3438.018
ADEQUX,Cd,261,3777.975,256.973,3521.002
ADIHEA,Cd,277,3474.765,252.488,3222.277
AFAVOV,Cd,379,3732.029,256.57,3475.459
AFEDAS,Cd,383,3663.848,250.874,3412.974
AFIBOH,Cd,398,3882.805,253.992,3628.8129999999996
AHAPEF,Cd,561,59.022,44.195,14.826999999999998
AJIDOM,Cd,691,3890.94,260.83,3630.11
AJIPEO,Cd,702,3708.488,250.223,3458.265
AKANUW,Cd,746,330.574,332.669,-2.0949999999999704
ALAKUT,Cd,831,3602.756,258.235,3344.5209999999997
ALIZIG,Cd,899,3913.894,261.405,3652.4889999999996
ALODIQ,Cd,914,3675.251,249.417,3425.8340000000003
ALULEB,Cd,924,3764.204,257.609,3506.5950000000003
ALULIF,Cd,925,5246.54,477.472,4769.068
AROXAG,Cd,1291,3933.469,264.432,3669.0370000000003
ASEKEQ,Cd,1328,3953.537,260.264,3693.2729999999997
AWAYAY,Cd,1547,46.768,28.082,18.686
AWOPAD,Cd,1562,3957.228,262.168,3695.06
AXENAV,Cd,1605,17.9,1.062,16.837999999999997
BALMIL,Cd,1988,3811.69,260.993,3550.697
BANQIS,Cd,2033,3693.984,254.035,3439.949
BENDOO,Cd,2384,3830.086,248.798,3581.2879999999996
BERLAO,Cd,2458,3713.214,265.627,3447.587
BEVMEV,Cd,2523,3880.293,250.243,3630.05
BEYGAO,Cd,2578,3932.697,261.028,3671.669
BIHTAQ,Cd,2703,3652.167,242.58,3409.587
BIPBUZ,Cd,2808,3742.815,249.161,3493.654
BOFQUK,Cd,3005,138.108,132.634,5.474000000000018
BOQWOU,Cd,3182,3935.723,262.372,3673.351
BOTYAM,Cd,3221,3689.18,251.394,3437.786
BOYQAH,Cd,3278,3815.696,249.211,3566.4849999999997
BUCZOP,Cd,3334,126.272,120.233,6.0390000000000015
BUDGUD,Cd,3337,3694.182,257.861,3436.321
BULGEX,Cd,3429,3682.775,255.185,3427.59
BULYUD,Cd,3442,3793.619,252.746,3540.873
BUQDEZ,Cd,3485,3797.275,252.725,3544.55
BURWUH,Cd,3500,3444.126,240.281,3203.8450000000003
BUSROX,Cd,3505,3813.603,249.564,3564.039
BUSRUD,Cd,3506,3854.107,254.53,3599.5769999999998
BUSSEO,Cd,3508,3780.271,250.679,3529.592
BUXFIK,Cd,3581,163.832,156.992,6.840000000000003
BUZLAL,Cd,3601,4046.443,266.996,3779.447
CASMEO,Cd,3876,3515.834,257.255,3258.5789999999997
CEBPAB,Cd,4018,3840.496,248.284,3592.212
CEDVIT,Cd,4055,3674.397,259.282,3415.115
CEFJII,Cd,4068,3795.928,253.285,3542.643
CEFZOF,Cd,4076,1.246,-28.953,30.198999999999998
CERPIZ,Cd,4300,3438.295,265.619,3172.676
CICGUR,Cd,4490,43.973,30.628,13.344999999999999
CICKAE,Cd,4491,3578.899,251.327,3327.572
CIDHAA,Cd,4505,110.341,105.102,5.23899999999999
CIJYUR,Cd,4625,3651.841,248.716,3403.125
CIYQOQ,Cd,4844,3325.534,267.095,3058.4390000000003
COBSAP,Cd,4889,-6.774,-28.897,22.122999999999998
COBXIC,Cd,4897,3916.934,265.503,3651.431
COFPEV,Cd,4969,4131.769,273.287,3858.4820000000004
COSMAA,Cd,5152,5149.296,474.585,4674.711
COSMEE,Cd,5153,3734.903,254.95,3479.953
DADHIC,Cd,5636,5380.451,479.365,4901.086
DAZKUL,Cd,6017,3941.879,260.199,3681.68
DEYQUU,Cd,6367,3739.842,251.714,3488.128
DICMIN,Cd,6413,3879.837,254.487,3625.35
DIFRAL,Cd,6453,3901.701,257.481,3644.2200000000003
DILHAH,Cd,6533,3473.01,238.805,3234.2050000000004
DIPLOG,Cd,6562,3697.604,258.175,3439.4289999999996
DIPXAB,Cd,6574,3625.995,253.169,3372.826
DIRFOB,Cd,6594,3899.541,260.958,3638.583
DISFIU,Cd,6616,3950.327,268.397,3681.9300000000003
DIXBES,Cd,6694,3945.007,260.178,3684.829
DIXLAY,Cd,6699,3895.39,261.403,3633.987
DOHQIC,Cd,6861,3626.201,257.963,3368.238
DOWYIX,Cd,7051,3780.065,256.082,3523.983
DOZTOC,Cd,7106,3755.951,265.566,3490.385
DUFRAY,Cd,7165,3842.684,249.629,3593.0550000000003
DUPPEK,Cd,7301,3838.837,249.051,3589.786
DUQPOW,Cd,7318,3631.186,265.662,3365.5240000000003
DURWAP,Cd,7336,3555.471,252.733,3302.738
DURWOD,Cd,7339,3903.03,256.042,3646.9880000000003
DURYIZ,Cd,7343,165.868,157.749,8.119
ECAJIB,Cd,7500,5198.911,476.094,4722.817
ECEJUT,Cd,7518,3731.695,254.52,3477.175
EDABUI,Cd,7613,3976.687,263.539,3713.148
EDADOE,Cd,7615,3950.826,258.076,3692.75
EDOCIN,Cd,7659,3987.568,266.11,3721.458
EDUGAN,Cd,7681,43.831,25.441,18.390000000000004
EFAGEA,Cd,7694,3974.332,268.121,3706.211
EFOPUK,Cd,7746,3728.551,257.482,3471.069
EFUGES,Cd,7757,4035.95,278.412,3757.538
EGUSUU,Cd,7871,3704.718,253.717,3451.0009999999997
EHAZAP,Cd,7897,51.331,33.648,17.683
EHIBOM,Cd,7922,3690.098,259.709,3430.389
EKUJUS,Cd,8151,75.105,64.105,11.0
ERUVOE,Cd,8603,32.409,15.785,16.624
ETOXOB,Cd,8742,3906.562,255.048,3651.514
ETUFUX,Cd,8755,3730.168,258.766,3471.402
ETUGIM,Cd,8756,3744.504,260.267,3484.237
EYAQOL,Cd,8972,3744.609,262.333,3482.276
EYEROQ,Cd,8989,3646.956,258.49,3388.4660000000003
EYESOR,Cd,8991,3571.337,259.547,3311.79
FASRIC,Cd,9388,3926.012,263.171,3662.8410000000003
FAXSEF,Cd,9482,4049.079,266.009,3783.07
FEBHAW,Cd,9519,3739.27,256.99,3482.2799999999997
FEJYUS,Cd,9650,3869.398,266.993,3602.405
FEQHES,Cd,9762,42.268,24.005,18.263
FEQHUI,Cd,9766,4020.577,277.576,3743.001
FIBJAC,Cd,9983,3938.393,260.236,3678.157
FINQUP,Cd,10189,3943.579,262.45,3681.1290000000004
FOBYOL,Cd,10411,3886.361,250.765,3635.596
FOCMIW,Cd,10430,35.069,18.157,16.912000000000003
FOJNOJ,Cd,10533,3672.329,258.164,3414.165
FOJNUP,Cd,10534,3720.379,258.957,3461.422
FOKNUQ,Cd,10558,3974.232,267.462,3706.77
FOKXEK,Cd,10571,3650.028,253.698,3396.33
FOLTIL,Cd,10585,3743.181,260.23,3482.951
FOLTOR,Cd,10586,3668.073,257.421,3410.652
FOPSIN,Cd,10631,3826.999,260.612,3566.3869999999997
FOVGON,Cd,10734,3997.688,267.49,3730.1980000000003
FOWKOR,Cd,10752,3471.669,285.011,3186.658
FUDZAH,Cd,10841,5181.036,475.513,4705.523
FULWOA,Cd,10926,181.304,172.343,8.961000000000013
